user_login,user_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
paws1985,A. Sabol,"",Tracheophyta,vascular plants,Plantae,211194
paws1985,A. Sabol,American beautyberry,Callicarpa americana,American beautyberry,Plantae,49193
paws1985,A. Sabol,"",Rubus,brambles,Plantae,47544
paws1985,A. Sabol,"",Agarista populifolia,Florida hobblebush,Plantae,158073
paws1985,A. Sabol,Spanish moss,Tillandsia usneoides,Spanish moss,Plantae,49569
paws1985,A. Sabol,"",Tracheophyta,vascular plants,Plantae,211194
paws1985,A. Sabol,"",Tracheophyta,vascular plants,Plantae,211194
paws1985,A. Sabol,"",Hamelia patens,Firebush,Plantae,126305
paws1985,A. Sabol,"",Celtis laevigata,sugar hackberry,Plantae,81792
paws1985,A. Sabol,Ohio spiderwort,Tradescantia ohiensis,Ohio spiderwort,Plantae,79383
aburgosperaza,Angelica Burgos-Peraza,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Aves,9721
paws1985,A. Sabol,"",Plantago virginica,dwarf plantain,Plantae,78622
paws1985,A. Sabol,"",Prunus,"plums, cherries, and allies",Plantae,47351
heatherculture,Heather,Chalcidid Wasps,Chalcididae,Chalcidid Wasps,Insecta,121516
paws1985,A. Sabol,"",Prunus,"plums, cherries, and allies",Plantae,47351
paws1985,A. Sabol,"",Pouzolzia zeylanica,Ceylon Pouzolzia,Plantae,167403
paws1985,A. Sabol,White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
paws1985,A. Sabol,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
paws1985,A. Sabol,"",Prunus caroliniana,Carolina laurelcherry,Plantae,125845
paws1985,A. Sabol,"",Tracheophyta,vascular plants,Plantae,211194
paws1985,A. Sabol,white clover,Trifolium repens,white clover,Plantae,55745
paws1985,A. Sabol,Virginia pepperweed,Lepidium virginicum,Virginia pepperweed,Plantae,77676
paws1985,A. Sabol,"",Solidago,goldenrods,Plantae,48678
paws1985,A. Sabol,"",Erigeron quercifolius,oakleaf fleabane,Plantae,131153
wardcd,,"",Lyonia ferruginea,rusty staggerbush,Plantae,164987
corinid,"",eastern redcedar,Juniperus virginiana,eastern redcedar,Plantae,49399
wardcd,,Southern Toad,Anaxyrus terrestris,Southern Toad,Amphibia,64988
wardcd,,Giant Leopard Moth,Hypercompe scribonia,Giant Leopard Moth,Insecta,63028
wardcd,,"",Fuligo septica,Dog Vomit Slime Mold,Protozoa,55483
corinid,"",peppervine,Nekemias arborea,peppervine,Plantae,551846
wardcd,,"",Serenoa repens,saw palmetto,Plantae,83102
mkinaturalist,"","",Juniperus virginiana,eastern redcedar,Plantae,49399
mkinaturalist,"",American sweetgum,Liquidambar styraciflua,American sweetgum,Plantae,49658
mkinaturalist,"",Carolina Wren,Thryothorus ludovicianus,Carolina Wren,Aves,7513
wardcd,,"",Garberia heterophylla,garberia,Plantae,157359
mkinaturalist,"","",Gibellula,,Fungi,328134
nstoyan,,Osprey,Pandion haliaetus,Osprey,Aves,116999
mkinaturalist,"",White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
nstoyan,,Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744
mkinaturalist,"","",Tradescantia,Spiderworts,Plantae,49145
aburgosperaza,Angelica Burgos-Peraza,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Aves,9721
mkinaturalist,"","",Medicago lupulina,Black Medick,Plantae,57056
corinid,"",oaks,Quercus,oaks,Plantae,47851
mkinaturalist,"","",Aloe maculata,soap aloe,Plantae,75379
mkinaturalist,"",Florida blueberry,Vaccinium darrowii,Darrow's Blueberry,Plantae,126142
aburgosperaza,Angelica Burgos-Peraza,Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744
mkinaturalist,"",Coral Bean,Erythrina herbacea,Coral Bean,Plantae,128717
mkinaturalist,"","",Pleroma semidecandrum,glory bush,Plantae,1121127
mkinaturalist,"","",Magnolia,magnolias,Plantae,82096
mkinaturalist,"",White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
mkinaturalist,"","",Gamochaeta,Everlastings and Cudweeds,Plantae,60958
mkinaturalist,"","",Smilax,greenbriers,Plantae,60748
mkinaturalist,"","",Linaria canadensis,Canada toadflax,Plantae,287345
corinid,"",American hophornbeam,Ostrya virginiana,American hophornbeam,Plantae,54771
hofstetters,,"",Calystegia,false bindweeds,Plantae,56031
mkinaturalist,"",Pepperweeds,Lepidium,Pepperweeds,Plantae,47203
mkinaturalist,"",lyreleaf sage,Salvia lyrata,lyreleaf sage,Plantae,64093
hofstetters,,"",Calystegia,false bindweeds,Plantae,56031
mkinaturalist,"","",Bidens alba,White beggarticks,Plantae,1095846
mkinaturalist,"","",Lepidium virginicum,Virginia pepperweed,Plantae,77676
mkinaturalist,"","",Erigeron canadensis,horseweed,Plantae,76907
mkinaturalist,"","",Linaria canadensis,Canada toadflax,Plantae,287345
mkinaturalist,"",lilac tasselflower,Emilia sonchifolia,lilac tasselflower,Plantae,121287
mkinaturalist,"","",Richardia brasiliensis,Tropical Mexican Clover,Plantae,167940
mkinaturalist,"","",Celtis laevigata,sugar hackberry,Plantae,81792
mkinaturalist,"","",Medicago polymorpha,bur clover,Plantae,53151
mkinaturalist,"",red maple,Acer rubrum,red maple,Plantae,48098
mkinaturalist,"",White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
mkinaturalist,"","",Lolium,Ryegrasses,Plantae,52800
brantleesr,"",Long-horned Owlet,Hypenula cacuminalis,Long-horned Owlet,Insecta,221976
mkinaturalist,"","",Desmodium incanum,creeping beggarweed,Plantae,116694
mkinaturalist,"",Carolina ruellia,Ruellia caroliniensis,Carolina ruellia,Plantae,128653
paws1985,A. Sabol,Green Anole,Anolis carolinensis,Green Anole,Reptilia,36514
hofstetters,,"",Bidens mitis,Smallfruit Beggarticks,Plantae,159258
mkinaturalist,"",lyreleaf sage,Salvia lyrata,lyreleaf sage,Plantae,64093
mkinaturalist,"",Carolina Chickadee,Poecile carolinensis,Carolina Chickadee,Aves,144814
mkinaturalist,"","",Hydrocotyle,water pennyworts,Plantae,56917
mkinaturalist,"","",Asteraceae,"sunflowers, daisies, asters, and allies",Plantae,47604
paws1985,A. Sabol,"",Angiospermae,flowering plants,Plantae,47125
hofstetters,,"",Erigeron quercifolius,oakleaf fleabane,Plantae,131153
mkinaturalist,"","",Youngia japonica,Oriental false hawksbeard,Plantae,127066
hofstetters,,pickerelweed,Pontederia cordata,pickerelweed,Plantae,52599
mkinaturalist,"","",Gamochaeta,Everlastings and Cudweeds,Plantae,60958
mkinaturalist,"","",Myrmeleontidae,Antlions and Owlflies,Insecta,49358
paws1985,A. Sabol,"",Medicago lupulina,Black Medick,Plantae,57056
mkinaturalist,"","",Trachelospermum,,Plantae,155898
mkinaturalist,"","",Richardia,Mexican clovers,Plantae,52079
paws1985,A. Sabol,"",Phyla nodiflora,turkey tangle frogfruit,Plantae,59040
hofstetters,,White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
mkinaturalist,"","",Eupatorium,bonesets,Plantae,52935
paws1985,A. Sabol,"",Cyperus,flatsedges,Plantae,52734
mkinaturalist,"","",Tillandsia recurvata,ballmoss,Plantae,84002
paws1985,A. Sabol,"",Symphyotrichum racemosum,Small White Aster,Plantae,169483
hofstetters,,great fox sedge,Carex stipata maxima,great fox sedge,Plantae,239824
mkinaturalist,"",American sweetgum,Liquidambar styraciflua,American sweetgum,Plantae,49658
emily35932,Emily Hague,Anomala undulata,Anomala undulata,,Insecta,213712
gcschmidt911,,"",Croton argyranthemus,Silver Croton,Plantae,127281
mkinaturalist,"","",Lonicera japonica,Japanese honeysuckle,Plantae,77835
mkinaturalist,"","",Stachys floridana,Florida Hedgenettle,Plantae,126483
paws1985,A. Sabol,"",Morella,Bayberries,Plantae,61040
hofstetters,,"",Schoenoplectus californicus,California bulrush,Plantae,47159
hofstetters,,"",Anatherum,New World Bluestems,Plantae,1605226
jb1634,,Australian Cockroach,Periplaneta australasiae,Australian Cockroach,Insecta,129346
paws1985,A. Sabol,"",Vitis,grapevines,Plantae,60773
hofstetters,,Nuttall's Thistle,Cirsium nuttallii,Nuttall's Thistle,Plantae,129194
paws1985,A. Sabol,"",Coreopsis leavenworthii,Leavenworth's Tickseed,Plantae,131152
hofstetters,,"",Nemognatha piazata,Orange Blister Beetle,Insecta,465221
hofstetters,,Southern Beeblossom,Oenothera simulans,Southern Beeblossom,Plantae,914039
charlie179,Charlie Muise,Spilosomina,Spilosomina,,Insecta,123834
mkinaturalist,"",Mourning Dove,Zenaida macroura,Mourning Dove,Aves,3454
mkinaturalist,"","",Lepidium,Pepperweeds,Plantae,47203
mkinaturalist,"",lilac tasselflower,Emilia sonchifolia,lilac tasselflower,Plantae,121287
hofstetters,,Ohio spiderwort,Tradescantia ohiensis,Ohio spiderwort,Plantae,79383
gcschmidt911,,"",Vaccinium stamineum,deerberry,Plantae,67792
mkinaturalist,"","",Boerhavia diffusa,Wineflower,Plantae,75835
aburgosperaza,Angelica Burgos-Peraza,Common Ground Dove,Columbina passerina,Common Ground Dove,Aves,3545
mkinaturalist,"",Rover Ants,Brachymyrmex,Rover Ants,Insecta,68941
mkinaturalist,"",Tasselflowers,Emilia,Tasselflowers,Plantae,121288
mkinaturalist,"","",Phyla nodiflora,turkey tangle frogfruit,Plantae,59040
hofstetters,,American black elderberry,Sambucus canadensis,American black elderberry,Plantae,84300
gcschmidt911,,Dogtongue Buckwheat,Eriogonum tomentosum,Dogtongue Buckwheat,Plantae,126573
hofstetters,,"",Vitis shuttleworthii,calloose grape,Plantae,130028
mkinaturalist,"","",Gamochaeta,Everlastings and Cudweeds,Plantae,60958
mkinaturalist,"","",Richardia,Mexican clovers,Plantae,52079
mkinaturalist,"","",Phyla nodiflora,turkey tangle frogfruit,Plantae,59040
mkinaturalist,"","",Indigofera spicata,Creeping Indigo,Plantae,164063
mkinaturalist,"",lilac tasselflower,Emilia sonchifolia,lilac tasselflower,Plantae,121287
gcschmidt911,,"",Callisia graminea,Grassleaf Roseling,Plantae,159679
mkinaturalist,"","",Oxalis corniculata,Creeping Woodsorrel,Plantae,53168
mkinaturalist,"","",Trifolieae,,Plantae,512504
aburgosperaza,Angelica Burgos-Peraza,Common Ground Dove,Columbina passerina,Common Ground Dove,Aves,3545
mkinaturalist,"","",Parmotrema austrosinense,Pretty Ruffle,Fungi,227235
myrnadean,"",Lebiini,Lebiini,,Insecta,366798
gcschmidt911,,"",Eriogonum tomentosum,Dogtongue Buckwheat,Plantae,126573
mkinaturalist,"",lilac tasselflower,Emilia sonchifolia,lilac tasselflower,Plantae,121287
mkinaturalist,"","",Dichondra carolinensis,Carolina ponysfoot,Plantae,128939
blscientest,Megan Ellis,phloxes,Phlox,phloxes,Plantae,52152
mkinaturalist,"","",Sonchus,sow thistles,Plantae,53270
agung57902,Agung Wu,,Smilax bona-nox,saw greenbrier,Plantae,125677
mkinaturalist,"","",Melilotus,melilots and sweetclovers,Plantae,57067
mkinaturalist,"","",Oenothera laciniata,cutleaf evening primrose,Plantae,78243
mkinaturalist,"","",Fabaceae,legumes,Plantae,47122
hofstetters,,Virginia sweetspire,Itea virginica,Virginia sweetspire,Plantae,83152
mkinaturalist,"","",Cynodon dactylon,Bermuda grass,Plantae,58371
emmollon,,,Oenothera lindheimeri,clockweed,Plantae,590726
hostetm,Mark Hostetler,,Chalybion californicum,Common Blue Mud-dauber Wasp,Insecta,133790
mkinaturalist,"","",Hydrocotyle bonariensis,largeleaf pennywort,Plantae,163871
agung57902,Agung Wu,,Anisoptera,Dragonflies,Insecta,47927
agung57902,Agung Wu,,Libellula,King Skimmers,Insecta,47818
mkinaturalist,"",lyreleaf sage,Salvia lyrata,lyreleaf sage,Plantae,64093
hofstetters,,"",Persea palustris,Swamp Bay,Plantae,166539
mkinaturalist,"","",Medicago lupulina,Black Medick,Plantae,57056
hofstetters,,"",Phyla lanceolata,lanceleaf frogfruit,Plantae,59042
hofstetters,,"",Prunus caroliniana,Carolina laurelcherry,Plantae,125845
hostetm,Mark Hostetler,American sweetgum,Liquidambar styraciflua,American sweetgum,Plantae,49658
mkinaturalist,"","",Sphyrapicus varius,Yellow-bellied Sapsucker,Aves,18463
jb1634,,Northern Mockingbird,Mimus polyglottos,Northern Mockingbird,Aves,14886
mkinaturalist,"","",Solenopsis invicta,Red Imported Fire Ant,Insecta,67598
happyflippers,Radha Krueger,Lycosinae,Lycosinae,,Arachnida,1235357
mkinaturalist,"","",Pyrrhopappus carolinianus,Carolina desert-chicory,Plantae,128733
jb1634,,"",Cercis canadensis,eastern redbud,Plantae,48502
happyflippers,Radha Krueger,Tievine,Ipomoea cordatotriloba,Tievine,Plantae,135263
agung57902,Agung Wu,,Magnoliopsida,dicots,Plantae,47124
hostetm,Mark Hostetler,,Vitis rotundifolia,muscadine,Plantae,82529
hofstetters,,"",Sonchus oleraceus,Common Sow-thistle,Plantae,53294
mkinaturalist,"","",Sisyrinchium,blue-eyed grasses,Plantae,49917
jb1634,,woolly pawpaw,Asimina incana,woolly pawpaw,Plantae,158767
jb1634,,"",Quercus laevis,American turkey oak,Plantae,128752
hostetm,Mark Hostetler,,Camphora officinarum,Camphor,Plantae,1591063
paws1985,A. Sabol,"",Insecta,Insects,Insecta,47158
hofstetters,,"",Plantago virginica,dwarf plantain,Plantae,78622
jb1634,,"",Cirsium horridulum,bristle thistle,Plantae,127269
mkinaturalist,"",Carolina desert-chicory,Pyrrhopappus carolinianus,Carolina desert-chicory,Plantae,128733
jb1634,,"",Serenoa repens,saw palmetto,Plantae,83102
hofstetters,,"",Caenurgia,,Insecta,174584
mkinaturalist,"","",Richardia,Mexican clovers,Plantae,52079
hofstetters,,"",Rubus,brambles,Plantae,47544
hostetm,Mark Hostetler,,Tradescantia ohiensis,Ohio spiderwort,Plantae,79383
mkinaturalist,"","",Magnolia virginiana,sweetbay magnolia,Plantae,127906
hofstetters,,"",Eupatorium capillifolium,dogfennel,Plantae,131154
mkinaturalist,"",lyreleaf sage,Salvia lyrata,lyreleaf sage,Plantae,64093
hofstetters,,"",Quercus laurifolia,swamp laurel oak,Plantae,69845
mkinaturalist,"",white clover,Trifolium repens,white clover,Plantae,55745
mkinaturalist,"",shining sumac,Rhus copallinum,shining sumac,Plantae,126698
mkinaturalist,"","",Smilax,greenbriers,Plantae,60748
hofstetters,,"",Pyrrhopappus carolinianus,Carolina desert-chicory,Plantae,128733
hofstetters,,American sweetgum,Liquidambar styraciflua,American sweetgum,Plantae,49658
mkinaturalist,"","",Elephantopus elatus,Tall Elephant's-foot,Plantae,126570
jb1634,,"",Pinus palustris,longleaf pine,Plantae,81901
hofstetters,,"",Vitis rotundifolia,muscadine,Plantae,82529
mkinaturalist,"","",Dichondra carolinensis,Carolina ponysfoot,Plantae,128939
jb1634,,Red-bellied Woodpecker,Melanerpes carolinus,Red-bellied Woodpecker,Aves,18205
mkinaturalist,"","",Richardia,Mexican clovers,Plantae,52079
mkinaturalist,"",American sweetgum,Liquidambar styraciflua,American sweetgum,Plantae,49658
jb1634,,"",Pseudomethoca sanbornii,,Insecta,555271
mkinaturalist,"",lyreleaf sage,Salvia lyrata,lyreleaf sage,Plantae,64093
mkinaturalist,"",Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
mkinaturalist,"","",Phyla nodiflora,turkey tangle frogfruit,Plantae,59040
jb1634,,"",Vaccinium fuscatum,Black Highbush Blueberry,Plantae,52739
hofstetters,,Cantharinae,Cantharinae,,Insecta,460758
hofstetters,,"",Cephalanthus occidentalis,buttonbush,Plantae,52763
jb1634,,"",Cnidoscolus stimulosus,spurge nettle,Plantae,160765
mkinaturalist,"",resurrection fern,Pleopeltis michauxiana,resurrection fern,Plantae,698726
hofstetters,,"",Lepidium densiflorum,Common Peppergrass,Plantae,77666
jb1634,,Carolina Chickadee,Poecile carolinensis,Carolina Chickadee,Aves,144814
mkinaturalist,"",Typical Earthworms,Crassiclitellata,Typical Earthworms,Animalia,152943
hostetm,Mark Hostetler,Common Blue Mud-dauber Wasp,Chalybion californicum,Common Blue Mud-dauber Wasp,Insecta,133790
hofstetters,,"",Chaerophyllum tainturieri,hairyfruit chervil,Plantae,160370
mkinaturalist,"","",Trachelospermum jasminoides,Star jasmine,Plantae,169856
nstoyan,,Scarlet Sesbane,Sesbania punicea,Scarlet Sesbane,Plantae,79065
jb1634,,"",Diospyros virginiana,common persimmon,Plantae,83435
mkinaturalist,"",Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744
mkinaturalist,"","",Indigofera,Indigos,Plantae,83365
jb1634,,brackens,Pteridium,brackens,Plantae,52683
mkinaturalist,"","",Campsis radicans,American trumpet vine,Plantae,75995
jb1634,,"",Krigia virginica,Virginia dwarfdandelion,Plantae,490542
hofstetters,,Woodland false buttonweed,Spermacoce remota,Woodland false buttonweed,Plantae,326037
hofstetters,,"",Hypericum,St. John's worts,Plantae,52761
jb1634,,Summer Tanager,Piranga rubra,Summer Tanager,Aves,9915
jb1634,,"",Asimina angustifolia,slimleaf pawpaw,Plantae,158766
hofstetters,,"",Sabal palmetto,cabbage palmetto,Plantae,123481
jb1634,,"",Aristida,threeawns and wiregrasses,Plantae,63993
hofstetters,,Eastern Yellowjacket,Vespula maculifrons,Eastern Yellowjacket,Insecta,119994
hofstetters,,"",Diospyros virginiana,common persimmon,Plantae,83435
mkinaturalist,"","",Trachelospermum asiaticum,Asiatic jasmine,Plantae,349229
eomigrans,"",Littlebell,Ipomoea triloba,Littlebell,Plantae,62942
jb1634,,Northern Fungus-farming Ant,Trachymyrmex septentrionalis,Northern Fungus-farming Ant,Insecta,232771
hofstetters,,"",Nekemias arborea,peppervine,Plantae,551846
tryston1,Tryston Farrell,Marsh Rabbit,Sylvilagus palustris,Marsh Rabbit,Mammalia,43102
nstoyan,,Double-crested Cormorant,Nannopterum auritum,Double-crested Cormorant,Aves,1454382
gcschmidt911,,"",Diospyros virginiana,common persimmon,Plantae,83435
hofstetters,,"",Quercus nigra,water oak,Plantae,53640
nstoyan,,Florida Red-bellied Cooter,Pseudemys nelsoni,Florida Red-bellied Cooter,Reptilia,39824
nstoyan,,Broad-headed Skink,Plestiodon laticeps,Broad-headed Skink,Reptilia,73792
mkinaturalist,"","",Oxalis debilis,Largeflower pink-sorrel,Plantae,61963
mkinaturalist,"","",Hydrocotyle,water pennyworts,Plantae,56917
jb1634,,Zebra Swallowtail,Eurytides marcellus,Zebra Swallowtail,Insecta,83086
hofstetters,,"",Baccharis halimifolia,groundsel tree,Plantae,84813
mkinaturalist,"","",Lemnoideae,duckweeds,Plantae,502646
jb1634,,Pileated Woodpecker,Dryocopus pileatus,Pileated Woodpecker,Aves,17855
hofstetters,,"",Apios americana,American groundnut,Plantae,119817
mkinaturalist,"","",Rubus trivialis,southern dewberry,Plantae,69714
nstoyan,,King Skimmers,Libellula,King Skimmers,Insecta,47818
hofstetters,,Eastern Pondhawk,Erythemis simplicicollis,Eastern Pondhawk,Insecta,61495
mkinaturalist,"","",Stachys floridana,Florida Hedgenettle,Plantae,126483
jb1634,,slimleaf pawpaw,Asimina angustifolia,slimleaf pawpaw,Plantae,158766
hofstetters,,"",Prunus serotina,black cherry,Plantae,54834
nstoyan,,Anhinga,Anhinga anhinga,Anhinga,Aves,5063
mkinaturalist,"",Common Pill Woodlouse,Armadillidium vulgare,Common Pill Woodlouse,Animalia,56083
hofstetters,,"",Spermacoce verticillata,shrubby false buttonweed,Plantae,169171
mkinaturalist,"",Winged and Once-winged Insects,Pterygota,Winged and Once-winged Insects,Insecta,184884
jb1634,,"",Muhlenbergia capillaris,Hairawn Muhly,Plantae,165543
jb1634,,Carolina Saddlebags,Tramea carolina,Carolina Saddlebags,Insecta,68229
mkinaturalist,"","",Magnolia grandiflora,southern magnolia,Plantae,83074
gcschmidt911,,"",Camphora officinarum,Camphor,Plantae,1591063
hofstetters,,Duckweed Firetail,Telebasis byersi,Duckweed Firetail,Insecta,113832
hofstetters,,"",Christella,,Plantae,142180
patricia64241,Patricia Stamm,,Solanum americanum,American black nightshade,Plantae,59035
mkinaturalist,"","",Stachys floridana,Florida Hedgenettle,Plantae,126483
hofstetters,,"",Calystegia,false bindweeds,Plantae,56031
jb1634,,"",Rhynchospora,Beaksedges,Plantae,57863
mkinaturalist,"",Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
jb1634,,"",Callisia graminea,Grassleaf Roseling,Plantae,159679
jb1634,,"",Lygodesmia aphylla,rose rush,Plantae,126341
hofstetters,,Delaware Skipper,Anatrytone logan,Delaware Skipper,Insecta,58509
mkinaturalist,"","",Smilax,greenbriers,Plantae,60748
andy520,Andy Natwick,"",Lochmaeus manteo,Variable Oakleaf Caterpillar Moth,Insecta,153443
hofstetters,,Delaware Skipper,Anatrytone logan,Delaware Skipper,Insecta,58509
jb1634,,Yellow-throated Vireo,Vireo flavifrons,Yellow-throated Vireo,Aves,17365
mkinaturalist,"","",Smilax laurifolia,laurel-leaf greenbrier,Plantae,169043
jb1634,,"",Vaccinium myrsinites,Shiny blueberry,Plantae,170106
mkinaturalist,"","",Smilax,greenbriers,Plantae,60748
paws1985,A. Sabol,"",Aves,Birds,Aves,3
jb1634,,"",Mydas maculiventris,,Insecta,550542
hofstetters,,"",Acer rubrum,red maple,Plantae,48098
jb1634,,"",Insecta,Insects,Insecta,47158
jb1634,,"",Pediomelum canescens,buckroot,Plantae,166264
jb1634,,Coral Bean,Erythrina herbacea,Coral Bean,Plantae,128717
paws1985,A. Sabol,Carolina Chickadee,Poecile carolinensis,Carolina Chickadee,Aves,144814
hofstetters,,"",Salix caroliniana,Carolina willow,Plantae,125683
mneilson,Matt Neilson,Clematis and leatherflowers,Clematis,Clematis and leatherflowers,Plantae,49877
jb1634,,"",Scolopendra viridis,Florida Blue Centipede,Animalia,208328
mkinaturalist,"","",Pyrrhopappus carolinianus,Carolina desert-chicory,Plantae,128733
mkinaturalist,"",White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
hofstetters,,"",Verbena brasiliensis,Brazilian Vervain,Plantae,128698
jb1634,,"",Crotalaria rotundifolia,Rabbitbells,Plantae,131570
mkinaturalist,"","",Megachile pruina,Hoary Leafcutter Bee,Insecta,630866
jb1634,,Brown Crested Millipedes,Abacion,Brown Crested Millipedes,Animalia,154350
mkinaturalist,"","",Richardia scabra,Florida Pusley,Plantae,133311
mkinaturalist,"","",Erigeron quercifolius,oakleaf fleabane,Plantae,131153
mkinaturalist,"","",Magnolia grandiflora,southern magnolia,Plantae,83074
jb1634,,Spread-wing Skippers,Pyrginae,Spread-wing Skippers,Insecta,51312
hofstetters,,Waterspider Bog Orchid,Habenaria repens,Waterspider Bog Orchid,Plantae,155102
jb1634,,"",Quercus geminata,sand live oak,Plantae,121402
nstoyan,,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
hofstetters,,"",Hydrocotyle umbellata,manyflower marshpennywort,Plantae,58792
jb1634,,Eastern Fence Lizard,Sceloporus undulatus,Eastern Fence Lizard,Reptilia,36142
nstoyan,,Eastern Pondhawk,Erythemis simplicicollis,Eastern Pondhawk,Insecta,61495
hofstetters,,American Royal Fern,Osmunda spectabilis,American Royal Fern,Plantae,1002684
nstoyan,,Four-spotted Pennant,Brachymesia gravida,Four-spotted Pennant,Insecta,68230
jb1634,,"",Cladonia subtenuis,Dixie Reindeer Lichen,Fungi,460246
whoa_whats_that,David Lewis,Sandhill Crane,Antigone canadensis,Sandhill Crane,Aves,508048
nstoyan,,Limpkin,Aramus guarauna,Limpkin,Aves,7
hofstetters,,"",Fumaria muralis,common ramping-fumitory,Plantae,129075
jb1634,,White-eyed Vireo,Vireo griseus,White-eyed Vireo,Aves,17408
nstoyan,,American sweetgum,Liquidambar styraciflua,American sweetgum,Plantae,49658
hofstetters,,white clover,Trifolium repens,white clover,Plantae,55745
jb1634,,Dense-spike Blackroot,Pterocaulon pycnostachyum,Dense-spike Blackroot,Plantae,127267
jb1634,,"",Aptenopedes sphenarioides,linear-winged grasshopper,Insecta,135286
mkinaturalist,"","",Xanthocarpia feracissima,sidewalk firedot,Fungi,532533
nstoyan,,Mile-a-minute vine,Ipomoea cairica,Mile-a-minute vine,Plantae,77494
hofstetters,,"",Stachys floridana,Florida Hedgenettle,Plantae,126483
mkinaturalist,"","",Oxalis dillenii,slender yellow woodsorrel,Plantae,84772
happyflippers,Radha Krueger,Fir Tussock Moth,Orgyia detrita,Fir Tussock Moth,Insecta,49016
hofstetters,,lizard's tail,Saururus cernuus,lizard's tail,Plantae,60742
mkinaturalist,"","",Desmodium,ticktrefoils,Plantae,85324
jb1634,,"",Orphulella pelidna,Spotted-winged Grasshopper,Insecta,226627
joooom,,"",Life,life,,48460
mkinaturalist,"",lilac tasselflower,Emilia sonchifolia,lilac tasselflower,Plantae,121287
happyflippers,Radha Krueger,Giant Leopard Moth,Hypercompe scribonia,Giant Leopard Moth,Insecta,63028
hofstetters,,"",Ludwigia peruviana,Peruvian primrose-willow,Plantae,50338
jb1634,,"",Xyris,yellow-eyed grasses,Plantae,126618
mkinaturalist,"","",Oenothera laciniata,cutleaf evening primrose,Plantae,78243
creature_counter,,Coral Bean,Erythrina herbacea,Coral Bean,Plantae,128717
mkinaturalist,"","",Indigofera spicata,Creeping Indigo,Plantae,164063
joooom,,"",Chaetopsis,Banded-wing Flies,Insecta,132691
hofstetters,,"",Typha latifolia,broad-leaved cattail,Plantae,48685
jb1634,,"",Geobalanus oblongifolius,Gopher apple,Plantae,860746
mkinaturalist,"","",Lactuca graminifolia,grass-leaf lettuce,Plantae,126588
mkinaturalist,"",lilac tasselflower,Emilia sonchifolia,lilac tasselflower,Plantae,121287
mkinaturalist,"","",Lactuca graminifolia,grass-leaf lettuce,Plantae,126588
hofstetters,,"",Medicago lupulina,Black Medick,Plantae,57056
mkinaturalist,"","",Quercus shumardii,Shumard's oak,Plantae,54786
jb1634,,"",Eryngium aromaticum,Fragrant Eryngo,Plantae,162698
mkinaturalist,"","",Oenothera laciniata,cutleaf evening primrose,Plantae,78243
brantleesr,"",Graminella,Graminella,,Insecta,133777
brantleesr,"",Typical Leafhoppers,Cicadellidae,Typical Leafhoppers,Insecta,53237
mkinaturalist,"","",Usnea strigosa,Bushy beard lichen,Fungi,121176
hofstetters,,"",Lemnoideae,duckweeds,Plantae,502646
jfischman,,"",Picidae,Woodpeckers,Aves,17599
hofstetters,,"",Ptilimnium capillaceum,herbwilliam,Plantae,128655
jmiot12,,"",Herpothallon,Christmas lichens,Fungi,463096
hofstetters,,"",Carya glabra,pignut hickory,Plantae,54789
mkinaturalist,"","",Medicago lupulina,Black Medick,Plantae,57056
mkinaturalist,"","",Pinus palustris,longleaf pine,Plantae,81901
nstoyan,,Spotted Sandpiper,Actitis macularius,Spotted Sandpiper,Aves,72458
mkinaturalist,"","",Ptilimnium capillaceum,herbwilliam,Plantae,128655
joooom,,"",Agasicles hygrophila,Alligatorweed Flea Beetle,Insecta,408341
mkinaturalist,"","",Tradescantia ohiensis,Ohio spiderwort,Plantae,79383
wardcd,,"",Ilex glabra,gallberry,Plantae,129347
wardcd,,Carolina Wren,Thryothorus ludovicianus,Carolina Wren,Aves,7513
creature_counter,,Ornate Bella Moth,Utetheisa ornatrix,Ornate Bella Moth,Insecta,67440
jb1634,,"",Quercus nigra,water oak,Plantae,53640
mkinaturalist,"","",Nyssa sylvatica,Black Tupelo,Plantae,54802
nstoyan,,Ohio spiderwort,Tradescantia ohiensis,Ohio spiderwort,Plantae,79383
mkinaturalist,"","",Acalypha herzogiana,Dwarf Chenille Plant,Plantae,868716
jb1634,,"",Coluber constrictor,North American Racer,Reptilia,27137
